{'alpha': 1, 'proportion_of_honest': 0.5000000000000002, 'rounds': 1, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.5100000000000002, 'rounds': 2, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.4200000000000002, 'rounds': 3, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.5000000000000002, 'rounds': 4, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.5200000000000002, 'rounds': 5, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.46000000000000024, 'rounds': 6, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.4400000000000002, 'rounds': 7, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.48000000000000026, 'rounds': 8, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.5800000000000003, 'rounds': 9, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.5600000000000003, 'rounds': 10, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.5000000000000002, 'rounds': 11, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.5200000000000002, 'rounds': 12, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.45000000000000023, 'rounds': 13, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.4000000000000002, 'rounds': 14, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.46000000000000024, 'rounds': 15, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.47000000000000025, 'rounds': 16, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.5000000000000002, 'rounds': 17, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.5500000000000003, 'rounds': 18, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.5200000000000002, 'rounds': 19, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.5500000000000003, 'rounds': 20, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.6400000000000003, 'rounds': 21, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.6500000000000004, 'rounds': 22, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.6200000000000003, 'rounds': 23, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.6900000000000004, 'rounds': 24, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.7700000000000005, 'rounds': 25, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.8300000000000005, 'rounds': 26, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.8300000000000005, 'rounds': 27, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.8100000000000005, 'rounds': 28, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.8000000000000005, 'rounds': 29, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.7600000000000005, 'rounds': 30, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.7800000000000005, 'rounds': 31, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.8700000000000006, 'rounds': 32, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.9000000000000006, 'rounds': 33, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.9100000000000006, 'rounds': 34, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.9500000000000006, 'rounds': 35, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.9400000000000006, 'rounds': 36, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.9400000000000006, 'rounds': 37, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.9400000000000006, 'rounds': 38, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.9100000000000006, 'rounds': 39, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.9400000000000006, 'rounds': 40, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.9300000000000006, 'rounds': 41, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.9400000000000006, 'rounds': 42, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.9100000000000006, 'rounds': 43, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.9400000000000006, 'rounds': 44, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.9200000000000006, 'rounds': 45, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.9400000000000006, 'rounds': 46, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.9200000000000006, 'rounds': 47, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.9100000000000006, 'rounds': 48, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.8900000000000006, 'rounds': 49, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.9000000000000006, 'rounds': 50, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.9200000000000006, 'rounds': 51, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.8900000000000006, 'rounds': 52, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.8800000000000006, 'rounds': 53, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.8700000000000006, 'rounds': 54, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.8800000000000006, 'rounds': 55, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.8800000000000006, 'rounds': 56, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.8500000000000005, 'rounds': 57, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.8200000000000005, 'rounds': 58, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.8600000000000005, 'rounds': 59, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.9000000000000006, 'rounds': 60, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.8500000000000005, 'rounds': 61, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.8700000000000006, 'rounds': 62, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.8200000000000005, 'rounds': 63, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.8000000000000005, 'rounds': 64, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.7800000000000005, 'rounds': 65, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.8300000000000005, 'rounds': 66, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.8700000000000006, 'rounds': 67, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.8300000000000005, 'rounds': 68, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.7900000000000005, 'rounds': 69, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.8300000000000005, 'rounds': 70, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.8300000000000005, 'rounds': 71, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.8200000000000005, 'rounds': 72, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.8200000000000005, 'rounds': 73, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.7800000000000005, 'rounds': 74, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.7900000000000005, 'rounds': 75, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.8000000000000005, 'rounds': 76, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.7800000000000005, 'rounds': 77, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.8200000000000005, 'rounds': 78, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.8600000000000005, 'rounds': 79, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.7900000000000005, 'rounds': 80, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.8200000000000005, 'rounds': 81, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.8200000000000005, 'rounds': 82, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.7700000000000005, 'rounds': 83, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.8000000000000005, 'rounds': 84, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.7100000000000004, 'rounds': 85, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.7000000000000004, 'rounds': 86, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.6500000000000004, 'rounds': 87, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.6800000000000004, 'rounds': 88, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.7700000000000005, 'rounds': 89, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.7800000000000005, 'rounds': 90, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.7600000000000005, 'rounds': 91, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.8000000000000005, 'rounds': 92, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.8000000000000005, 'rounds': 93, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.8400000000000005, 'rounds': 94, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.7800000000000005, 'rounds': 95, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.7700000000000005, 'rounds': 96, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.7400000000000004, 'rounds': 97, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.6700000000000004, 'rounds': 98, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.6400000000000003, 'rounds': 99, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.6500000000000004, 'rounds': 100, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.5800000000000003, 'rounds': 101, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.5500000000000003, 'rounds': 102, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.5100000000000002, 'rounds': 103, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.5700000000000003, 'rounds': 104, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.5400000000000003, 'rounds': 105, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.48000000000000026, 'rounds': 106, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.4300000000000002, 'rounds': 107, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.4200000000000002, 'rounds': 108, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.37000000000000016, 'rounds': 109, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.4100000000000002, 'rounds': 110, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.3300000000000001, 'rounds': 111, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.3300000000000001, 'rounds': 112, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.2800000000000001, 'rounds': 113, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.2900000000000001, 'rounds': 114, 'initial_honest_proportion': 0.5000000000000002}
