{'alpha': 1, 'proportion_of_honest': 0.5000000000000002, 'rounds': 1, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.3100000000000001, 'rounds': 115, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.36000000000000015, 'rounds': 116, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.3300000000000001, 'rounds': 117, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.4000000000000002, 'rounds': 118, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.3900000000000002, 'rounds': 119, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.37000000000000016, 'rounds': 120, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.3900000000000002, 'rounds': 121, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.36000000000000015, 'rounds': 122, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.35000000000000014, 'rounds': 123, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.45000000000000023, 'rounds': 124, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.46000000000000024, 'rounds': 125, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.48000000000000026, 'rounds': 126, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.4000000000000002, 'rounds': 127, 'initial_honest_proportion': 0.5000000000000002}
{'alpha': 1, 'proportion_of_honest': 0.46000000000000024, 'rounds': 128, 'initial_honest_proportion': 0.5000000000000002}
