{'alpha': 1.4171198010444641, 'proportion_of_honest': 0.5100000000000002, 'rounds': 0, 'initial_honest_proportion': 0.5100000000000002}
{'alpha': 2.417119801044464, 'proportion_of_honest': 0.46000000000000024, 'rounds': 1, 'initial_honest_proportion': 0.5100000000000002}
{'alpha': 1.4171198010444641, 'proportion_of_honest': 0.4300000000000002, 'rounds': 2, 'initial_honest_proportion': 0.5100000000000002}
{'alpha': 2.417119801044464, 'proportion_of_honest': 0.46000000000000024, 'rounds': 3, 'initial_honest_proportion': 0.5100000000000002}
{'alpha': 2.0453040599823, 'proportion_of_honest': 0.5100000000000002, 'rounds': 4, 'initial_honest_proportion': 0.5100000000000002}
{'alpha': 2.349603533744812, 'proportion_of_honest': 0.4300000000000002, 'rounds': 5, 'initial_honest_proportion': 0.5100000000000002}
{'alpha': 1.8939123153686523, 'proportion_of_honest': 0.47000000000000025, 'rounds': 6, 'initial_honest_proportion': 0.5100000000000002}
{'alpha': 2.8939123153686523, 'proportion_of_honest': 0.5600000000000003, 'rounds': 7, 'initial_honest_proportion': 0.5100000000000002}
{'alpha': 3.8939123153686523, 'proportion_of_honest': 0.5700000000000003, 'rounds': 8, 'initial_honest_proportion': 0.5100000000000002}
{'alpha': 3.396264225244522, 'proportion_of_honest': 0.5700000000000003, 'rounds': 9, 'initial_honest_proportion': 0.5100000000000002}
{'alpha': 4.396264225244522, 'proportion_of_honest': 0.5200000000000002, 'rounds': 10, 'initial_honest_proportion': 0.5100000000000002}
{'alpha': 3.396264225244522, 'proportion_of_honest': 0.46000000000000024, 'rounds': 11, 'initial_honest_proportion': 0.5100000000000002}
{'alpha': 4.396264225244522, 'proportion_of_honest': 0.47000000000000025, 'rounds': 12, 'initial_honest_proportion': 0.5100000000000002}
{'alpha': 5.396264225244522, 'proportion_of_honest': 0.46000000000000024, 'rounds': 13, 'initial_honest_proportion': 0.5100000000000002}
{'alpha': 6.130260795354843, 'proportion_of_honest': 0.6200000000000003, 'rounds': 14, 'initial_honest_proportion': 0.5100000000000002}
{'alpha': 6.510984569787979, 'proportion_of_honest': 0.7200000000000004, 'rounds': 15, 'initial_honest_proportion': 0.5100000000000002}
{'alpha': 5.999553948640823, 'proportion_of_honest': 0.6500000000000004, 'rounds': 16, 'initial_honest_proportion': 0.5100000000000002}
{'alpha': 6.307350993156433, 'proportion_of_honest': 0.6300000000000003, 'rounds': 17, 'initial_honest_proportion': 0.5100000000000002}
