{'alpha': 1.3107965290546417, 'proportion_of_honest': 0.5100000000000002, 'rounds': 0}
{'alpha': 2.0356155931949615, 'proportion_of_honest': 0.5200000000000002, 'rounds': 1}
{'alpha': 1.854375809431076, 'proportion_of_honest': 0.5600000000000003, 'rounds': 2}
{'alpha': 2.854375809431076, 'proportion_of_honest': 0.6300000000000003, 'rounds': 3}
{'alpha': 3.7991027534008026, 'proportion_of_honest': 0.5900000000000003, 'rounds': 4}
{'alpha': 4.799102753400803, 'proportion_of_honest': 0.7200000000000004, 'rounds': 5}
{'alpha': 5.057543069124222, 'proportion_of_honest': 0.7400000000000004, 'rounds': 6}
{'alpha': 6.057543069124222, 'proportion_of_honest': 0.7800000000000005, 'rounds': 7}
{'alpha': 7.057543069124222, 'proportion_of_honest': 0.8100000000000005, 'rounds': 8}
{'alpha': 6.057543069124222, 'proportion_of_honest': 0.9100000000000006, 'rounds': 9}
{'alpha': 6.219469964504242, 'proportion_of_honest': 0.9400000000000006, 'rounds': 10}
{'alpha': 5.7566695511341095, 'proportion_of_honest': 0.9700000000000006, 'rounds': 11}
{'alpha': 6.7566695511341095, 'proportion_of_honest': 0.9700000000000006, 'rounds': 12}
{'alpha': 7.7566695511341095, 'proportion_of_honest': 0.9900000000000007, 'rounds': 13}
{'alpha': 8.142494231462479, 'proportion_of_honest': 1.0000000000000007, 'rounds': 14}
{'alpha': 8.85986390709877, 'proportion_of_honest': 1.0000000000000007, 'rounds': 15}
{'alpha': 2.0, 'proportion_of_honest': 1.0000000000000007, 'rounds': 0}
{'alpha': 2.0, 'proportion_of_honest': 1.0000000000000007, 'rounds': 0}
{'alpha': 3.0, 'proportion_of_honest': 1.0000000000000007, 'rounds': 1}
{'alpha': 1.7842479944229126, 'proportion_of_honest': 1.0000000000000007, 'rounds': 0}
{'alpha': 0.8134885430335999, 'proportion_of_honest': 1.0000000000000007, 'rounds': 1}
{'alpha': 1.450089156627655, 'proportion_of_honest': 1.0000000000000007, 'rounds': 0}
{'alpha': 1.4753172844648361, 'proportion_of_honest': 1.0000000000000007, 'rounds': 1}
{'alpha': 2.0, 'proportion_of_honest': 1.0000000000000007, 'rounds': 0}
{'alpha': 0.7299484610557556, 'proportion_of_honest': 1.0000000000000007, 'rounds': 0}
{'alpha': 0.0, 'proportion_of_honest': 1.0000000000000007, 'rounds': 0}
{'alpha': 1.861709713935852, 'proportion_of_honest': 1.0000000000000007, 'rounds': 0}
{'alpha': 2.4700692892074585, 'proportion_of_honest': 1.0000000000000007, 'rounds': 1}
{'alpha': 1.4700692892074585, 'proportion_of_honest': 1.0000000000000007, 'rounds': 2}
{'alpha': 0.17060041427612305, 'proportion_of_honest': 1.0000000000000007, 'rounds': 0}
{'alpha': 2.0, 'proportion_of_honest': 1.0000000000000007, 'rounds': 0}
{'alpha': 1.1060206592082977, 'proportion_of_honest': 1.0000000000000007, 'rounds': 0}
{'alpha': 2.1060206592082977, 'proportion_of_honest': 1.0000000000000007, 'rounds': 1}
{'alpha': 0.0, 'proportion_of_honest': 1.0000000000000007, 'rounds': 0}
{'alpha': 0.9214696884155273, 'proportion_of_honest': 1.0000000000000007, 'rounds': 0}
{'alpha': 1.2176658362150192, 'proportion_of_honest': 1.0000000000000007, 'rounds': 0}
{'alpha': 2.2176658362150192, 'proportion_of_honest': 1.0000000000000007, 'rounds': 1}
{'alpha': 3.1163126081228256, 'proportion_of_honest': 1.0000000000000007, 'rounds': 2}
{'alpha': 2.1163126081228256, 'proportion_of_honest': 1.0000000000000007, 'rounds': 3}
{'alpha': 0.38610637187957764, 'proportion_of_honest': 1.0000000000000007, 'rounds': 0}
{'alpha': 1.859959900379181, 'proportion_of_honest': 1.0000000000000007, 'rounds': 0}
{'alpha': 0.4579683542251587, 'proportion_of_honest': 1.0000000000000007, 'rounds': 0}
{'alpha': 1.4579683542251587, 'proportion_of_honest': 1.0000000000000007, 'rounds': 1}
{'alpha': 0.4579683542251587, 'proportion_of_honest': 1.0000000000000007, 'rounds': 2}
{'alpha': 1.7883012890815735, 'proportion_of_honest': 1.0000000000000007, 'rounds': 0}
{'alpha': 1.3686261475086212, 'proportion_of_honest': 1.0000000000000007, 'rounds': 0}
{'alpha': 0.6466676294803619, 'proportion_of_honest': 1.0000000000000007, 'rounds': 1}
{'alpha': 1.646667629480362, 'proportion_of_honest': 1.0000000000000007, 'rounds': 2}
{'alpha': 2.0536559224128723, 'proportion_of_honest': 1.0000000000000007, 'rounds': 3}
{'alpha': 1.5874282717704773, 'proportion_of_honest': 1.0000000000000007, 'rounds': 0}
{'alpha': 1.0174597203731537, 'proportion_of_honest': 1.0000000000000007, 'rounds': 0}
{'alpha': 2.0, 'proportion_of_honest': 1.0000000000000007, 'rounds': 0}
{'alpha': 2.226847618818283, 'proportion_of_honest': 1.0000000000000007, 'rounds': 1}
{'alpha': 3.15735325217247, 'proportion_of_honest': 1.0000000000000007, 'rounds': 2}
{'alpha': 3.5675797760486603, 'proportion_of_honest': 1.0000000000000007, 'rounds': 3}
{'alpha': 4.56757977604866, 'proportion_of_honest': 1.0000000000000007, 'rounds': 4}
{'alpha': 2.0, 'proportion_of_honest': 1.0000000000000007, 'rounds': 0}
{'alpha': 1.0, 'proportion_of_honest': 1.0000000000000007, 'rounds': 1}
{'alpha': 0.0, 'proportion_of_honest': 1.0000000000000007, 'rounds': 2}
{'alpha': 0.8860998153686523, 'proportion_of_honest': 1.0000000000000007, 'rounds': 3}
{'alpha': 0.6805038750171661, 'proportion_of_honest': 1.0000000000000007, 'rounds': 4}
{'alpha': 1.3820587992668152, 'proportion_of_honest': 1.0000000000000007, 'rounds': 0}
{'alpha': 2.0, 'proportion_of_honest': 1.0000000000000007, 'rounds': 0}
{'alpha': 2.0, 'proportion_of_honest': 1.0000000000000007, 'rounds': 0}
{'alpha': 2.667222261428833, 'proportion_of_honest': 1.0000000000000007, 'rounds': 1}
{'alpha': 2.043951630592346, 'proportion_of_honest': 1.0000000000000007, 'rounds': 2}
{'alpha': 3.043951630592346, 'proportion_of_honest': 1.0000000000000007, 'rounds': 3}
{'alpha': 0.48567724227905273, 'proportion_of_honest': 1.0000000000000007, 'rounds': 0}
{'alpha': 1.4856772422790527, 'proportion_of_honest': 1.0000000000000007, 'rounds': 1}
{'alpha': 0.5101442337036133, 'proportion_of_honest': 1.0000000000000007, 'rounds': 2}
{'alpha': 1.0808533430099487, 'proportion_of_honest': 1.0000000000000007, 'rounds': 3}
{'alpha': 1.0053697228431702, 'proportion_of_honest': 1.0000000000000007, 'rounds': 0}
{'alpha': 0.3344725966453552, 'proportion_of_honest': 1.0000000000000007, 'rounds': 1}
{'alpha': 1.0182638764381409, 'proportion_of_honest': 1.0000000000000007, 'rounds': 2}
