honest_proportion,round,total_honest_effective_balance,alpha,sum_balance_honest,sum_balance_all
0.5000000000000002,0,1472,0.9817380718886852,1646.9165349317284,3246.916534931725
0.46000000000000024,1,1417,0.9634761437773705,1494.9102597104445,3192.6575898255346
0.45000000000000023,2,1118,0.9464574716985226,1438.0322013233595,3138.9124809908044
0.36000000000000015,3,1244,0.9297503642737865,1135.151213058987,3066.88264927903
0.4100000000000002,4,1186,0.9158589402213693,1262.5212404888437,3007.2425418908383
0.4000000000000002,5,1268,0.9004008183255792,1202.3643721103792,2946.9420671038706
0.4300000000000002,6,1227,0.8852555816993117,1288.0095735817156,2895.5064739823933
0.4300000000000002,7,1429,0.8691724399104714,1244.5388678687557,2844.9003004738806
0.5100000000000002,8,1345,0.8530892981216311,1498.3269250501633,2890.3280979474794
0.48000000000000026,9,1254,0.8345173494890332,1385.3876084983556,2849.8924265497594
0.46000000000000024,10,1237,0.8168764365836978,1299.4637831648986,2808.1549394246854
0.46000000000000024,11,1222,0.7998577645048499,1288.5013181999398,2768.0367264101646
0.46000000000000024,12,1265,0.782839092426002,1285.0373575731483,2729.5235642520684
0.49000000000000027,13,1269,0.7658204203471541,1332.6367141742385,2696.1754286380483
0.5000000000000002,14,1186,0.7478688424453139,1387.758271230567,2736.492216753705
0.47000000000000025,15,1075,0.7296069143339992,1279.9043118035988,2701.9945336897167
0.4300000000000002,16,1045,0.712276971898973,1174.4018886852105,2664.0027714837056
0.4300000000000002,17,827,0.6961938301101327,1141.080305564114,2628.030364721105
0.35000000000000014,18,843,0.6801106883212924,918.853779152333,2582.090841011241
0.37000000000000016,19,912,0.6665332410484552,952.4539810719496,2540.5133398804815
0.4100000000000002,20,918,0.6523280404508114,1037.9342634409775,2506.0971768920717
0.4200000000000002,21,901,0.6368699185550213,1051.752588052577,2474.416791211834
0.4300000000000002,22,862,0.6210991609841585,1049.8686139821025,2444.540702324436
0.4100000000000002,23,850,0.6050160191953182,996.8655336560847,2413.648060255395
0.4100000000000002,24,913,0.5895578972995281,997.0718376165667,2384.1235857137585
0.45000000000000023,25,996,0.574099775403738,1073.5046131772592,2359.4693677614796
0.49000000000000027,26,1236,0.557392667979002,1158.922647088457,2338.5156358442823
0.6100000000000003,27,1311,0.5394410900771618,1483.24288158479,2390.126633180257
0.6500000000000004,28,1116,0.5177887361496687,1607.6512785481975,2448.15128212391
0.5500000000000003,29,1243,0.49491546116769314,1387.6365819585164,2489.412012035584
0.6100000000000003,30,1276,0.4751068651676178,1577.5332100316066,2539.9982720387643
0.6300000000000003,31,1359,0.4534545112401247,1654.85236271575,2592.968708337469
0.6700000000000004,32,1349,0.4311908297240734,1800.425748189282,2652.598880880419
0.6700000000000004,33,1338,0.407709751278162,1827.0140960959423,2711.1159546259414
0.6600000000000004,34,1271,0.3842286728322506,1853.6552556158651,2767.3419238269976
0.6300000000000003,35,1229,0.36105126328766346,1793.3437086631927,2818.059974454738
0.6100000000000003,36,1295,0.33878758177161217,1757.6242251388192,2864.7576281651122
0.6400000000000003,37,1093,0.31713522784411907,1889.8826673698766,2916.4000577817465
0.5400000000000003,38,1202,0.2945665270090103,1618.7267688748498,2952.526329712381
0.5900000000000003,39,1023,0.27506656013429165,1811.0019882953732,2996.013148879227
0.5100000000000002,40,1159,0.2540272083133459,1565.8724493384245,3027.673934936998
0.5700000000000003,41,1086,0.23545525968074799,1781.7776113181806,3067.539478437283
0.5400000000000003,42,1066,0.2150305174291134,1693.3356061966656,3102.57318707031
0.5300000000000002,43,1024,0.19553055055439472,1681.9823772184343,3136.0069848035746
0.5100000000000002,44,981,0.17633957229554653,1598.9712489450476,3166.6798077877056
0.48000000000000026,45,849,0.1577676236629486,1526.8649771108967,3160.9713054794183
0.4200000000000002,46,814,0.14012671075761318,1344.8118649497567,3154.648865695055
0.4000000000000002,47,611,0.12435595318675041,1262.9581907076151,3148.6520436534
0.3100000000000001,48,678,0.10921071656048298,960.9759062356464,3141.48352599196
0.34000000000000014,49,701,0.09689098317176104,1045.9830236891064,3135.7674058138796
0.35000000000000014,50,584,0.08362770080566406,1089.668684759661,3130.8405112516925
0.2900000000000001,51,527,0.0700502535328269,899.9527890991241,3125.772842141482
0.26000000000000006,52,442,0.0583603335544467,810.3073242998782,3121.1040415554326
0.22000000000000006,53,481,0.04761611297726631,683.9740961142268,3116.7672982617432
0.24000000000000007,54,463,0.03813424985855818,746.5913561628468,3113.4507347266504
0.23000000000000007,55,421,0.02802103478461504,698.927306214806,3110.7226997967314
0.21000000000000005,56,342,0.018223457969725132,678.4220228447789,3108.5821212748606
0.17,57,340,0.00905737467110157,534.5717334040116,3107.064071496329
0.17,58,386,0.0011548884212970734,523.2794877476991,3106.2998314439847
0.19000000000000003,59,422,-0.006747597828507423,594.314755627506,3106.208573080349
0.20000000000000004,60,429,-0.015281956642866135,626.0138738467579,3106.724073876407
0.21000000000000005,61,424,-0.0241322023794055,647.7117253717732,3107.8739663010215
0.21000000000000005,62,389,-0.03329828567802906,668.7203098967562,3109.6906145977273
0.19000000000000003,63,404,-0.04246436897665262,587.7529696300668,3112.3203837092256
0.20000000000000004,64,472,-0.05099872779101133,613.2699410796461,3115.6394720910293
0.23000000000000007,65,355,-0.0598489735275507,731.3143018814051,3119.312638125439
0.17,66,474,-0.0696465503424406,543.5815255826694,3124.307603077736
0.23000000000000007,67,429,-0.0775490365922451,734.3032364914459,3129.2489091249477
0.21000000000000005,68,411,-0.08734661340713501,675.8659461261072,3135.0519666135037
